1 1:100 2:321.3416 3:80.4247 4:0.5615 5:0.0100 6:0.6887 7:0 8:1 9:88.5325 10:0.4994 11:95.2368 12:0.5743 13:35.472 14:39.613
0 1:150 2:314.1329 3:51.8226 4:0.5549 5:0.0095 6:0.6950 7:0 8:1 9:145.1167 10:0.2401 11:148.0371 12:0.0454 13:40.458 14:42.947
0 1:15 2:70.7203 3:63.9191 4:0.0844 5:0.0756 6:0 7:0 8:1 9:12.9000 10:0.5484 11:13.9172 12:0.0818 13:3.858 14:3.946
0 1:17 2:68.9928 3:64.2971 4:0.0727 5:0.0796 6:0 7:0 8:1 9:15.1591 10:0.4902 11:15.7770 12:0.1298 13:4.402 14:4.526
0 1:20 2:64.9035 3:67.0207 4:0.0650 5:0.0650 6:0 7:0 8:1 9:18.5323 10:0.1432 11:18.7828 12:0.0525 13:5.211 14:5.385
1 1:256 2:217.9010 3:259.6731 4:0.0039 5:0.8708 6:0 7:0 8:1 9:241.5789 10:0.5613 11:255.0078 12:0.0048 13:64.000 14:64.000
0 1:25 2:64.2969 3:61.8130 4:0.0560 5:0.0432 6:0 7:0 8:1 9:23.4225 10:0.1049 11:23.7298 12:0.0628 13:6.373 14:6.482
1 1:25 2:310.4004 3:87.0155 4:0.4272 5:0.0400 6:0.8300 7:0 8:1 9:3.5000 10:1.0000 11:21.9330 12:0.4593 13:6.896 14:7.374
0 1:30 2:63.2111 3:58.0009 4:0.0467 5:0.0400 6:0 7:0 8:1 9:28.1804 10:0.2260 11:28.6808 12:0.0651 13:7.779 14:8.021
1 1:30 2:323.9090 3:85.1987 4:0.4656 5:0.0356 6:0.8184 7:0 8:1 9:15.2647 10:0.7615 11:27.6344 12:0.3560 13:7.599 14:7.689
0 1:35 2:61.5701 3:61.6406 4:0.0384 5:0.0433 6:0 7:0 8:1 9:33.7770 10:0.1045 11:33.9166 12:0.0288 13:8.922 14:9.077
1 1:35 2:309.6208 3:78.6582 4:0.5527 5:0.0286 6:0.6924 7:0 8:1 9:22.2105 10:0.5826 11:31.8852 12:0.3275 13:9.382 14:9.895
0 1:40 2:60.2352 3:63.1039 4:0.0338 5:0.0387 6:0 7:0 8:1 9:38.6171 10:0.1233 11:38.8004 12:0.0358 13:10.216 14:10.413
1 1:40 2:317.2188 3:66.7460 4:0.5275 5:0.0250 6:0.7205 7:0 8:1 9:25.0000 10:0.8714 11:37.2962 12:0.3736 13:10.583 14:11.074
0 1:50 2:62.2491 3:60.7488 4:0.0240 5:0.0328 6:0 7:0 8:1 9:48.7282 10:0.1132 11:48.8492 12:0.0124 13:12.675 14:12.839
1 1:50 2:313.9135 3:73.4436 4:0.5676 5:0.0200 6:0.6800 7:0 8:1 9:40.5949 10:0.5829 11:47.9796 12:0.1190 13:12.824 14:13.119
0 1:60 2:60.8573 3:61.4126 4:0.0272 5:0.0239 6:0 7:0 8:1 9:58.6514 10:0.1671 11:58.8526 12:0.0169 13:15.292 14:15.563
1 1:60 2:317.8228 3:76.8319 4:0.5644 5:0.0167 6:0.6768 7:0 8:1 9:46.0259 10:0.6580 11:56.1876 12:0.4412 13:17.837 14:19.691
0 1:80 2:60.3793 3:59.2238 4:0.0213 5:0.0228 6:0 7:0 8:1 9:78.6952 10:0.1709 11:78.9726 12:0.0075 13:20.214 14:20.419
1 1:80 2:323.1741 3:64.0460 4:0.5648 5:0.0125 6:0.6861 7:0 8:1 9:72.1149 10:0.5872 11:77.4186 12:0.1738 13:24.021 14:26.612
0 1:150 2:147.1703 3:51.4890 4:0.5794 5:0.0067 6:0 7:0 8:1 9:144.5833 10:0.2630 11:147.8091 12:0.0602 13:41.190 14:44.174
1 1:30 2:137.8635 3:59.2507 4:0.5178 5:0.0333 6:0 7:0 8:4 9:22.6667 10:0.3653 11:26.3336 12:0.3193 13:8.326 14:8.938
0 1:40 2:155.5442 3:53.2020 4:0.6100 5:0.0250 6:0 7:0 8:3 9:35.1183 10:0.2575 11:36.5932 12:0.1792 13:11.492 14:12.531
0 1:100 2:64.5130 3:50.7545 4:0.1082 5:0.0100 6:0 7:0 8:1 9:96.9580 10:0.1599 11:97.7996 12:0.0272 13:28.362 14:30.868
0 1:50 2:66.6628 3:54.1983 4:0.1208 5:0.0200 6:0 7:0 8:5 9:41.2576 10:0.2613 11:45.3264 12:0.3264 13:13.832 14:14.860
